invoice_no,customer_id,category_id,payment_method_id,shopping_mall_id,invoice_date,quantity,price
I131612,C250658,1,2,1,2022-01-11,4,1200.32
I401953,C155610,1,3,3,2022-07-09,4,1200.32
I701408,C206361,1,2,5,2022-03-23,5,1500.4
I279468,C207939,1,1,6,2021-06-28,4,1200.32
I868398,C240503,4,3,7,2022-10-21,2,81.32
I458393,C142135,1,3,6,2022-08-23,3,900.24
I104500,C259340,4,1,6,2022-06-17,1,40.66
I237609,C660645,5,1,9,2022-06-30,1,5.23
I273203,C321764,1,3,1,2022-06-11,5,1500.4
I269421,C326097,6,1,3,2021-05-12,4,143.36
I286841,C221558,5,1,6,2023-03-03,2,10.46
I212057,C245828,1,2,3,2021-01-22,3,900.24
I100095,C608046,1,3,5,2021-11-23,2,600.16
I968043,C141916,6,1,4,2021-09-29,4,143.36
I102855,C159521,1,3,5,2022-10-15,2,600.16
I334429,C190139,1,3,8,2022-04-23,2,600.16
I331017,C233224,1,1,5,2021-09-06,3,900.24
I144517,C217770,5,1,10,2022-11-04,1,5.23
I137902,C670911,1,1,6,2022-03-23,4,1200.32
I804661,C200334,1,1,9,2022-03-16,5,1500.4
I275794,C580712,6,1,10,2021-02-05,1,35.84
I394774,C898065,7,1,9,2021-07-10,3,3150.0
I199205,C245972,6,1,1,2022-11-20,2,71.68
I159677,C692911,7,3,2,2021-11-28,5,5250.0
I272704,C166197,1,3,1,2021-10-09,5,1500.4
I952584,C205640,6,2,6,2022-08-02,4,143.36
I146717,C157992,5,1,4,2021-09-19,5,26.15
I288938,C229946,1,1,8,2021-07-27,1,300.08
I269255,C222643,1,1,1,2022-06-01,1,300.08
I289349,C464902,1,3,6,2021-11-07,2,600.16
I328980,C205492,7,3,1,2021-08-20,4,4200.0
I326080,C177293,1,3,3,2021-05-20,1,300.08
I173453,C132289,1,2,1,2022-01-26,2,600.16
I283407,C201553,8,1,3,2023-02-26,1,11.73
I128051,C288660,1,3,5,2021-03-08,2,600.16
I313475,C628409,5,1,5,2023-01-01,1,5.23
I184752,C292120,1,2,1,2022-06-03,2,600.16
I301891,C299893,4,1,4,2022-01-13,1,40.66
I168223,C137227,2,1,2,2021-11-26,2,1200.34
I191845,C822195,1,3,1,2021-12-21,1,300.08
I116819,C784062,6,1,3,2021-03-16,4,143.36
I249584,C435352,2,3,3,2022-03-28,3,1800.51
I329100,C125568,4,1,2,2023-01-27,2,81.32
I382597,C266076,6,1,3,2022-05-07,4,143.36
I172394,C317274,2,3,6,2022-08-05,5,3000.85
I250885,C598904,4,2,6,2022-12-17,2,81.32
I294844,C249155,6,1,7,2021-04-27,3,107.52
I243280,C481396,3,2,8,2022-09-15,2,30.3
I395028,C238195,5,2,6,2022-01-17,5,26.15
I661557,C300359,1,3,9,2021-11-13,5,1500.4
I185191,C159430,5,1,3,2021-07-16,3,15.69
I154290,C117942,2,1,1,2021-01-14,1,600.17
I257144,C763927,5,1,1,2022-05-04,2,10.46
I822071,C320058,4,3,3,2022-12-21,3,121.98
I243521,C174536,3,2,3,2022-02-21,4,60.6
I118201,C315619,3,3,1,2021-05-11,3,45.45
I490414,C245958,1,1,7,2022-07-12,2,600.16
I267348,C227634,3,3,6,2022-12-25,3,45.45
I575874,C457038,6,3,1,2021-05-05,4,143.36
I127473,C207791,6,2,1,2022-09-08,1,35.84
I402880,C222110,1,1,6,2022-05-10,3,900.24
I145662,C258483,1,2,2,2021-02-24,4,1200.32
I111287,C216537,5,1,7,2023-02-19,2,10.46
I134426,C127925,4,1,1,2022-04-13,4,162.64
I163993,C152835,1,1,3,2023-02-25,2,600.16
I163592,C207892,5,3,5,2022-11-19,3,15.69
I891981,C961088,1,2,9,2022-08-14,2,600.16
I260357,C326064,2,1,4,2023-02-15,2,1200.34
I244669,C450971,1,1,6,2021-11-23,2,600.16
I866271,C168355,1,2,6,2022-10-01,1,300.08
I544194,C206328,5,1,3,2022-04-11,2,10.46
I195157,C276672,1,3,1,2021-02-17,3,900.24
I419109,C140061,8,1,7,2022-10-18,3,35.19
I284454,C179097,4,1,3,2022-09-25,3,121.98
I225399,C122414,6,3,4,2021-01-22,3,107.52
I241992,C253308,6,3,5,2021-05-03,3,107.52
I104697,C719509,1,2,3,2021-05-03,5,1500.4
I281616,C111134,7,2,1,2022-09-18,2,2100.0
I126930,C324067,1,3,3,2022-04-03,2,600.16
I595631,C694805,4,3,1,2021-06-14,4,162.64
I270632,C326851,5,1,8,2022-12-26,3,15.69
I294245,C390910,1,3,3,2022-05-17,4,1200.32
I329330,C243767,1,1,3,2021-05-21,4,1200.32
I118787,C177699,6,1,1,2022-09-25,2,71.68
I835896,C416177,1,3,2,2022-02-10,2,600.16
I326747,C269492,8,1,5,2021-01-25,3,35.19
I133376,C458859,7,3,6,2023-01-28,5,5250.0
I138844,C336764,4,2,9,2022-09-18,3,121.98
I381587,C290231,1,1,3,2021-02-12,5,1500.4
I243696,C202430,4,1,1,2023-01-14,5,203.3
I156764,C149874,1,3,1,2022-09-12,3,900.24
I168890,C164698,3,3,3,2023-01-06,1,15.15
I759409,C245928,8,3,6,2022-11-04,3,35.19
I141460,C101652,6,1,3,2021-05-10,4,143.36
I207939,C593101,4,2,6,2021-01-01,1,40.66
I293746,C333146,5,1,3,2022-12-06,3,15.69
I430038,C292381,1,2,1,2022-12-17,3,900.24
I969594,C125729,1,3,10,2022-03-15,2,600.16
I337936,C712924,1,3,1,2021-01-22,4,1200.32
I134897,C135830,4,3,4,2022-08-30,5,203.3
I289758,C194572,1,3,4,2023-01-16,4,1200.32
I584533,C186295,1,2,6,2021-04-24,4,1200.32
I252094,C215569,5,3,4,2022-02-16,1,5.23
I248572,C456276,4,2,1,2022-03-10,5,203.3
I747668,C186449,7,2,10,2021-10-09,3,3150.0
I226190,C930945,1,3,1,2021-12-02,5,1500.4
I401370,C164216,6,3,10,2021-11-05,4,143.36
I116540,C231004,2,1,2,2021-05-31,1,600.17
I170781,C906161,1,3,7,2021-07-30,2,600.16
I108808,C260636,1,1,10,2021-10-17,4,1200.32
I228492,C283691,4,3,3,2022-09-13,3,121.98
I269848,C204575,4,1,10,2022-06-20,4,162.64
I126351,C152727,1,1,1,2022-11-18,3,900.24
I336045,C237657,1,3,1,2022-09-19,5,1500.4
I194493,C184258,1,2,10,2021-06-15,4,1200.32
I251250,C148402,1,3,1,2021-10-31,1,300.08
I280947,C301019,4,3,4,2022-01-29,4,162.64
I289237,C242353,1,2,9,2022-11-20,3,900.24
I327701,C177949,1,3,10,2021-06-15,4,1200.32
I493662,C202242,4,2,1,2022-06-15,5,203.3
I141443,C178163,1,2,2,2022-02-07,2,600.16
I286102,C248829,5,3,5,2021-04-16,5,26.15
I254372,C401275,1,3,8,2021-04-24,4,1200.32
I139756,C192016,1,3,5,2021-12-21,2,600.16
I172375,C234079,1,3,10,2022-07-26,4,1200.32
I306329,C567725,3,3,1,2023-02-07,1,15.15
I599752,C238622,2,3,2,2021-02-15,5,3000.85
I175238,C741375,7,3,8,2021-06-18,3,3150.0
I156608,C319650,5,3,6,2022-04-28,1,5.23
I259389,C497260,8,3,6,2022-12-09,1,11.73
I760893,C750586,6,1,7,2021-06-15,3,107.52
I165108,C136054,6,1,2,2021-03-12,5,179.2
I127013,C261098,1,3,3,2023-03-07,1,300.08
I200272,C733015,4,1,3,2021-02-04,4,162.64
I213647,C334189,1,3,5,2022-07-07,5,1500.4
I191360,C105704,1,3,6,2021-01-06,4,1200.32
I158695,C236824,1,1,3,2021-03-10,2,600.16
I126832,C124007,8,3,1,2022-01-01,1,11.73
I575457,C166844,5,1,1,2021-09-02,2,10.46
I118766,C190507,6,3,1,2022-03-06,4,143.36
I298608,C135911,1,1,5,2022-05-12,4,1200.32
I166365,C165841,6,2,1,2022-11-30,4,143.36
I282432,C203217,6,2,1,2021-09-28,5,179.2
I601768,C126376,4,1,8,2022-05-31,5,203.3
I319873,C330421,1,3,9,2022-11-09,2,600.16
I260347,C323204,7,3,1,2022-06-13,5,5250.0
I185782,C291033,2,3,1,2021-03-09,5,3000.85
I294400,C201198,7,3,3,2023-02-22,5,5250.0
I191992,C158440,6,3,6,2022-08-05,4,143.36
I136955,C811947,1,1,3,2021-11-05,2,600.16
I281712,C105729,1,3,8,2022-03-19,2,600.16
I104134,C226360,1,1,6,2022-09-24,2,600.16
I189443,C769023,6,3,3,2021-05-03,2,71.68
I166474,C114391,6,3,9,2021-01-19,2,71.68
I108831,C140212,2,3,3,2022-08-25,1,600.17
I237959,C411407,5,3,5,2022-12-05,4,20.92
I186217,C372476,1,1,2,2022-02-15,1,300.08
I141405,C290292,3,1,10,2022-02-26,4,60.6
I581455,C252761,6,1,9,2022-08-19,1,35.84
I269134,C320770,5,3,1,2021-06-21,3,15.69
I262359,C101303,2,3,5,2021-03-03,3,1800.51
I402425,C626156,5,3,9,2021-06-10,1,5.23
I321885,C106674,6,1,10,2022-03-25,1,35.84
I226446,C173606,4,1,9,2021-07-01,2,81.32
I269731,C312590,1,1,5,2021-09-09,1,300.08
I103638,C144772,7,1,2,2022-03-17,3,3150.0
I343745,C268327,1,1,6,2021-07-20,1,300.08
I437974,C363150,1,3,2,2022-04-04,5,1500.4
I906831,C678694,1,3,7,2021-08-20,1,300.08
I269372,C114533,5,1,3,2021-07-28,5,26.15
I113224,C272321,6,3,7,2022-01-11,4,143.36
I182087,C365328,1,1,8,2021-10-14,1,300.08
I141629,C142937,5,3,10,2022-12-31,2,10.46
I938365,C269455,6,3,1,2021-04-12,1,35.84
I632943,C859437,6,2,1,2022-12-28,3,107.52
I220090,C170717,8,1,3,2021-04-14,3,35.19
I531772,C143459,2,1,1,2021-01-27,2,1200.34
I858137,C336675,4,1,9,2022-10-18,5,203.3
I415255,C183183,5,3,3,2021-08-21,2,10.46
I233733,C370941,1,3,6,2021-08-30,5,1500.4
I202197,C734256,4,3,4,2022-09-27,5,203.3
I153974,C242590,3,2,6,2022-11-04,1,15.15
I289708,C264699,2,3,6,2022-04-08,2,1200.34
I220645,C521667,4,1,5,2021-09-20,5,203.3
I133959,C206373,7,1,6,2022-05-23,2,2100.0
I122096,C104331,1,3,6,2021-08-13,3,900.24
I174470,C802782,4,3,1,2021-12-14,1,40.66
I109272,C208935,1,3,1,2022-07-23,1,300.08
I217147,C279888,2,3,3,2021-04-14,4,2400.68
I296303,C164893,1,3,4,2022-04-05,2,600.16
I416460,C155021,1,2,6,2022-01-05,4,1200.32
I336716,C265908,1,3,6,2022-09-02,3,900.24
I164972,C871238,1,3,4,2021-08-17,2,600.16
I266136,C696776,6,3,6,2022-09-19,3,107.52
I124374,C226785,1,1,3,2021-01-01,4,1200.32
I228808,C106826,1,2,7,2022-06-20,5,1500.4
I204206,C306548,1,3,9,2021-08-27,1,300.08
I310540,C218956,4,3,8,2022-05-28,1,40.66
I667821,C316386,7,1,2,2022-01-17,5,5250.0
I158658,C161190,1,3,6,2022-10-03,4,1200.32
I265234,C162425,1,2,8,2022-07-01,1,300.08
I295410,C249444,5,2,9,2021-12-12,4,20.92
I195112,C672812,2,1,3,2022-09-01,1,600.17
I182744,C122875,4,3,6,2021-07-16,1,40.66
I191813,C869043,1,1,10,2022-08-06,1,300.08
I280433,C129055,5,2,7,2021-06-21,5,26.15
I208347,C641139,3,3,10,2021-11-04,2,30.3
I300153,C200540,2,2,8,2021-09-22,1,600.17
I133997,C485761,2,1,2,2021-06-21,1,600.17
I126772,C327136,2,2,4,2021-09-28,5,3000.85
I194669,C232838,3,1,1,2021-05-29,2,30.3
I329598,C314209,5,3,2,2022-02-08,4,20.92
I667165,C100760,1,3,1,2022-12-13,4,1200.32
I284253,C156989,2,3,6,2023-01-07,1,600.17
I138899,C103233,3,1,4,2022-09-28,1,15.15
I133131,C300969,5,2,1,2023-01-09,3,15.69
I972314,C120234,1,2,3,2022-08-21,4,1200.32
I199840,C204917,1,3,5,2022-02-14,5,1500.4
I425411,C282052,4,3,6,2021-04-07,5,203.3
I164598,C117007,5,2,1,2022-03-28,5,26.15
I634845,C218909,1,1,9,2022-11-01,1,300.08
I129675,C114752,1,1,10,2022-04-03,4,1200.32
I116528,C778141,2,3,4,2022-06-06,1,600.17
I137693,C103815,1,1,5,2022-04-08,2,600.16
I201645,C175176,6,2,6,2023-01-25,2,71.68
I293530,C106123,2,1,7,2021-11-08,2,1200.34
I447941,C993453,5,3,7,2022-03-17,2,10.46
I270051,C247153,5,1,1,2021-09-25,1,5.23
I341463,C868274,1,3,2,2021-03-21,1,300.08
I317193,C227062,1,3,1,2021-11-29,3,900.24
I115763,C909782,1,1,3,2022-02-05,1,300.08
I330968,C983837,4,2,3,2022-09-01,1,40.66
I105628,C790683,4,3,1,2023-01-25,4,162.64
I251432,C618877,5,2,7,2021-12-14,4,20.92
I243040,C148778,5,1,1,2021-07-15,2,10.46
I815730,C114202,6,3,6,2021-01-17,2,71.68
I520183,C199371,1,3,4,2021-02-28,2,600.16
I184537,C174988,2,3,3,2022-03-09,3,1800.51
I839681,C277078,1,3,8,2023-01-17,3,900.24
I208003,C224878,7,3,1,2022-06-22,1,1050.0
I250814,C204760,1,1,1,2021-06-25,2,600.16
I224832,C190216,4,3,1,2021-07-30,2,81.32
I278216,C222884,2,3,2,2021-10-11,1,600.17
I241894,C872910,1,3,1,2022-03-08,5,1500.4
I286401,C250913,4,1,8,2022-05-07,1,40.66
I313980,C152000,2,3,3,2021-02-01,1,600.17
I166173,C448893,4,2,3,2021-05-07,1,40.66
I710606,C184339,1,3,7,2023-01-25,1,300.08
I118916,C264486,3,1,1,2022-06-29,1,15.15
I492995,C311783,4,3,9,2021-02-13,5,203.3
I231405,C260293,1,1,8,2022-03-06,5,1500.4
I159709,C280134,5,1,4,2022-12-23,2,10.46
I157654,C645206,1,2,1,2022-06-20,5,1500.4
I189317,C120056,4,3,1,2021-01-26,3,121.98
I198555,C148975,2,3,8,2022-08-19,5,3000.85
I315507,C307488,1,2,3,2022-02-01,4,1200.32
I102120,C207445,1,2,2,2022-08-14,1,300.08
I156467,C327586,1,3,5,2022-07-16,2,600.16
I118380,C228694,8,3,2,2022-05-21,2,23.46
I240922,C183416,1,3,6,2021-12-01,4,1200.32
I785760,C319337,1,1,1,2021-05-15,1,300.08
I305624,C980279,6,2,3,2021-11-25,5,179.2
I436385,C549303,6,3,2,2021-11-12,2,71.68
I872176,C224252,5,3,6,2022-12-11,4,20.92
I243349,C307569,1,2,1,2022-08-31,4,1200.32
I624239,C200693,1,1,1,2023-02-14,2,600.16
I244026,C708661,5,1,3,2021-12-12,2,10.46
I177080,C269035,6,3,10,2022-07-17,1,35.84
I704318,C334958,1,3,1,2021-12-27,4,1200.32
I231406,C148194,1,3,8,2021-12-24,4,1200.32
I994611,C285990,8,3,4,2021-01-27,5,58.65
I330439,C125973,3,1,6,2022-11-14,1,15.15
I157031,C104356,4,1,9,2022-08-16,1,40.66
I124093,C275391,1,3,1,2021-02-22,3,900.24
I641825,C837919,5,2,5,2021-02-28,1,5.23
I222724,C191087,1,1,10,2021-06-21,4,1200.32
I665934,C118266,1,2,1,2022-09-23,2,600.16
I223287,C198804,6,2,6,2022-03-06,4,143.36
I227575,C225174,4,1,6,2023-02-01,4,162.64
I250803,C105227,2,3,8,2022-03-24,1,600.17
I185453,C775356,4,2,9,2021-07-13,4,162.64
I136640,C244677,1,1,6,2021-07-02,1,300.08
I336253,C204821,8,3,6,2021-12-29,3,35.19
I243678,C145493,1,1,10,2021-03-14,5,1500.4
I180661,C260317,1,1,5,2022-12-06,5,1500.4
I273301,C347922,5,2,5,2022-01-23,3,15.69
I247638,C105792,6,3,8,2022-01-07,1,35.84
I171380,C596470,1,2,4,2021-10-27,1,300.08
I102415,C279084,2,3,3,2021-07-03,5,3000.85
I710717,C100515,6,3,1,2022-04-12,4,143.36
I263505,C575202,1,1,1,2022-03-14,2,600.16
I192206,C112055,5,1,3,2021-04-28,5,26.15
I121984,C129664,1,2,3,2022-08-23,2,600.16
I260302,C566756,8,3,7,2021-09-18,1,11.73
I120410,C230324,6,2,6,2022-01-14,3,107.52
I687985,C252094,1,3,6,2022-02-23,1,300.08
I149446,C145153,2,3,3,2021-05-25,2,1200.34
I257281,C183266,1,3,1,2022-02-21,5,1500.4
I130315,C117446,1,1,6,2022-12-14,3,900.24
I923081,C266740,4,2,1,2022-02-02,1,40.66
I300033,C317963,4,2,6,2022-06-29,3,121.98
I140618,C829792,8,1,1,2022-11-17,3,35.19
I182815,C119240,1,1,4,2021-01-02,4,1200.32
I108413,C116477,7,1,1,2021-01-05,1,1050.0
I955083,C263335,1,3,5,2023-01-04,2,600.16
I123634,C327179,5,3,1,2021-02-21,5,26.15
I325025,C326778,5,1,9,2022-01-10,1,5.23
I269813,C123814,1,3,3,2022-07-05,1,300.08
I255469,C907143,1,3,8,2022-05-20,4,1200.32
I116220,C186577,1,3,8,2021-03-06,2,600.16
I291571,C192329,1,3,6,2022-07-26,3,900.24
I296674,C321994,4,1,9,2022-04-07,2,81.32
I113475,C259446,4,1,4,2022-09-26,4,162.64
I121527,C323735,6,1,6,2023-01-26,3,107.52
I255316,C271760,5,2,5,2022-01-06,4,20.92
I277718,C481301,3,1,4,2022-07-16,5,75.75
I103656,C352553,1,2,1,2022-01-13,3,900.24
I232955,C708327,6,1,2,2021-06-25,4,143.36
I588144,C938777,5,2,10,2022-10-19,1,5.23
I338671,C237313,1,1,1,2022-01-14,5,1500.4
I308450,C325828,4,3,3,2021-05-30,4,162.64
I705978,C150295,8,1,4,2022-07-01,5,58.65
I332039,C889163,2,1,4,2021-02-23,4,2400.68
I156649,C130965,5,2,4,2022-06-26,5,26.15
I293619,C238327,4,1,1,2022-05-01,1,40.66
I911604,C310934,1,1,1,2022-05-25,5,1500.4
I270022,C225769,5,3,3,2021-05-03,3,15.69
I187374,C276079,6,3,10,2022-11-19,2,71.68
I714853,C285730,8,3,3,2023-01-08,4,46.92
I247346,C222902,2,2,2,2022-08-31,2,1200.34
I170598,C936695,5,3,9,2022-04-30,3,15.69
I276152,C300706,1,3,1,2021-05-12,4,1200.32
I197899,C611625,4,1,6,2022-12-17,1,40.66
I452321,C256245,7,1,9,2021-05-03,1,1050.0
I308144,C309581,7,1,4,2021-01-14,5,5250.0
I275264,C321656,1,2,3,2022-07-20,4,1200.32
I840427,C991333,1,1,6,2022-11-22,3,900.24
I394596,C275963,8,3,5,2022-07-02,4,46.92
I194161,C166520,3,3,6,2022-11-26,4,60.6
I391883,C262560,1,3,8,2022-05-24,4,1200.32
I245401,C172368,1,1,5,2022-11-02,1,300.08
I195362,C133552,2,2,6,2022-07-03,2,1200.34
I166001,C102069,6,3,5,2022-09-11,2,71.68
I880812,C942554,8,1,10,2021-07-28,3,35.19
I198056,C306083,1,2,2,2022-07-22,1,300.08
I800962,C783830,2,1,6,2021-09-03,3,1800.51
I250526,C127676,2,2,1,2022-07-20,3,1800.51
I240076,C167207,1,2,5,2022-08-12,5,1500.4
I235336,C227394,3,3,4,2021-07-17,5,75.75
I287288,C309234,4,1,2,2021-04-24,3,121.98
I295894,C268836,5,3,1,2021-02-09,4,20.92
I128350,C196304,5,2,1,2022-10-07,1,5.23
I301293,C115231,1,3,7,2021-06-07,1,300.08
I302036,C141714,6,3,6,2023-01-20,2,71.68
I109304,C912888,5,3,5,2021-10-22,2,10.46
I892465,C946237,7,1,6,2021-07-24,4,4200.0
I125680,C133801,2,1,6,2022-07-12,3,1800.51
I179469,C148206,2,1,9,2023-02-12,4,2400.68
I178837,C503167,4,2,8,2023-03-06,5,203.3
I308035,C306543,1,3,6,2022-09-11,1,300.08
I291181,C107608,1,2,5,2022-07-08,2,600.16
I318707,C831065,2,3,1,2021-01-02,2,1200.34
I268846,C818277,4,3,5,2021-01-31,3,121.98
I229561,C174371,5,3,5,2021-08-29,1,5.23
I335962,C134493,1,3,3,2021-07-24,2,600.16
I622003,C817739,1,1,6,2022-08-31,2,600.16
I922286,C159057,1,1,1,2021-01-26,1,300.08
I181569,C216856,6,1,10,2021-03-20,1,35.84
I166838,C133307,1,3,1,2022-03-10,1,300.08
I714805,C129547,5,3,1,2021-08-05,2,10.46
I259860,C507924,1,2,7,2021-04-18,4,1200.32
I252012,C286107,1,1,6,2021-12-21,5,1500.4
I314497,C293487,6,1,3,2022-04-21,4,143.36
I408288,C552969,7,3,1,2021-11-01,2,2100.0
I827700,C428079,4,3,4,2021-10-06,1,40.66
I328905,C115908,7,1,2,2022-06-16,4,4200.0
I269392,C130450,4,1,6,2021-03-18,3,121.98
I697423,C897571,5,1,9,2022-11-16,1,5.23
I113112,C333273,7,1,6,2021-03-13,1,1050.0
I117020,C241352,8,3,8,2022-03-31,4,46.92
I124180,C332213,5,1,10,2022-12-18,4,20.92
I338570,C185287,1,3,6,2021-06-24,1,300.08
I321541,C107080,4,3,2,2022-11-19,4,162.64
I148460,C766883,1,1,1,2022-08-14,1,300.08
I263614,C167379,1,3,1,2022-01-22,4,1200.32
I223994,C306186,8,3,6,2022-10-15,5,58.65
I407252,C234973,3,3,6,2022-05-28,3,45.45
I209023,C103175,1,1,3,2021-02-13,1,300.08
I428122,C213463,1,3,3,2023-02-24,3,900.24
I196549,C304187,5,1,3,2021-02-10,1,5.23
I218622,C509812,2,3,6,2023-02-07,3,1800.51
I219299,C277089,8,2,6,2021-05-21,5,58.65
I325241,C339914,1,3,9,2022-03-08,1,300.08
I231554,C118245,1,2,3,2021-03-03,2,600.16
I213361,C562410,3,2,5,2022-08-18,2,30.3
I284651,C854165,1,2,3,2022-05-19,3,900.24
I267536,C197497,1,3,6,2022-11-06,5,1500.4
I122443,C162548,2,3,1,2021-03-17,1,600.17
I210827,C290525,1,3,8,2023-03-07,1,300.08
I192563,C685579,2,3,1,2022-03-25,3,1800.51
I276383,C328708,2,1,6,2023-02-15,3,1800.51
I134260,C241006,4,3,5,2023-01-30,2,81.32
I648508,C225332,1,3,10,2021-03-22,2,600.16
I668133,C720036,5,2,6,2022-05-11,1,5.23
I232550,C154154,4,3,3,2021-11-10,4,162.64
I125225,C245989,2,3,6,2022-12-06,5,3000.85
I290821,C303503,5,2,1,2022-05-03,1,5.23
I127560,C743112,6,1,8,2021-01-08,4,143.36
I308165,C708926,1,3,5,2021-09-20,3,900.24
I196633,C254461,1,3,5,2021-03-10,3,900.24
I143131,C338862,3,3,10,2022-05-20,3,45.45
I904137,C111818,5,1,3,2023-02-22,4,20.92
I267462,C113443,5,2,10,2022-02-15,1,5.23
I117437,C276807,1,1,10,2021-03-04,2,600.16
I219648,C823311,4,3,10,2022-12-27,3,121.98
I231679,C189222,6,3,3,2022-02-28,2,71.68
I276379,C818304,1,3,6,2022-01-10,5,1500.4
I326426,C224314,5,3,4,2022-04-12,4,20.92
I112434,C236070,2,1,1,2021-06-15,5,3000.85
I256891,C289721,4,3,5,2021-05-18,2,81.32
I266738,C310664,1,3,4,2021-12-18,1,300.08
I282327,C990893,1,3,8,2021-06-07,4,1200.32
I285754,C265860,5,2,10,2023-01-01,1,5.23
I148817,C278969,2,3,1,2022-10-11,4,2400.68
I122978,C267828,1,1,9,2022-11-30,2,600.16
I168657,C231821,7,1,2,2022-02-18,4,4200.0
I301959,C237544,2,3,5,2021-12-29,3,1800.51
I141365,C440663,2,1,6,2021-11-29,2,1200.34
I219313,C126398,6,3,1,2023-03-07,3,107.52
I205105,C178172,1,2,7,2021-09-28,2,600.16
I327039,C591309,1,3,8,2021-07-18,5,1500.4
I268108,C156072,3,1,3,2022-02-24,2,30.3
I305825,C624123,3,2,9,2023-01-27,2,30.3
I138429,C260689,5,1,6,2021-03-12,2,10.46
I226082,C291502,8,3,6,2021-01-10,3,35.19
I817458,C906904,1,3,4,2022-11-12,3,900.24
I908328,C497725,4,1,1,2022-09-01,1,40.66
I280475,C166723,6,3,3,2022-05-17,1,35.84
I105437,C846531,8,1,2,2021-06-13,3,35.19
I127430,C421088,4,3,7,2023-01-07,5,203.3
I260181,C291472,1,1,6,2021-07-11,2,600.16
I241497,C277748,1,2,10,2022-07-16,1,300.08
I893747,C692215,7,2,6,2021-09-08,4,4200.0
I143547,C703238,5,1,3,2021-01-06,3,15.69
I261978,C127189,4,1,1,2022-04-10,2,81.32
I159967,C126556,1,1,1,2022-08-14,1,300.08
I287317,C677319,1,1,2,2021-11-27,5,1500.4
I218741,C275916,1,1,6,2021-10-11,2,600.16
I101301,C211329,5,1,1,2022-12-12,5,26.15
I391966,C610387,1,1,10,2021-09-27,2,600.16
I250980,C228354,2,3,6,2021-01-16,5,3000.85
I144846,C118339,1,1,9,2021-03-28,4,1200.32
I181514,C229573,1,3,8,2022-11-03,2,600.16
I198763,C290348,6,3,7,2021-06-17,1,35.84
I201831,C955993,4,2,1,2023-01-24,1,40.66
I308902,C854649,2,3,7,2021-04-05,3,1800.51
I322721,C104495,1,2,4,2022-05-11,1,300.08
I167465,C155686,1,3,8,2022-12-10,4,1200.32
I234201,C189632,5,3,10,2021-09-15,3,15.69
I280190,C332893,2,3,3,2022-11-29,4,2400.68
I143914,C229445,1,1,5,2021-12-20,3,900.24
I126168,C198969,2,1,8,2023-02-10,5,3000.85
I129257,C167585,4,1,5,2021-04-11,3,121.98
I273187,C289029,1,3,5,2022-06-27,1,300.08
I178587,C305373,3,3,1,2023-01-21,2,30.3
I283547,C250996,1,3,4,2022-12-12,4,1200.32
I156217,C393297,7,1,1,2022-10-06,4,4200.0
I271453,C115712,4,1,3,2021-04-07,2,81.32
I335163,C202872,2,1,6,2022-07-09,2,1200.34
I217787,C301931,6,2,2,2021-06-21,1,35.84
I160668,C344337,1,2,5,2022-12-15,3,900.24
I290826,C327938,6,1,5,2021-11-02,3,107.52
I244082,C187763,6,3,1,2022-10-07,3,107.52
I240868,C316438,1,1,5,2021-05-07,3,900.24
I340108,C171004,7,3,2,2021-01-22,5,5250.0
I634118,C868122,1,3,2,2021-05-15,3,900.24
I544582,C325699,5,1,8,2021-03-30,4,20.92
I131936,C339756,7,2,2,2021-12-15,2,2100.0
I164371,C276870,5,1,1,2022-07-24,1,5.23
I119293,C125870,4,3,3,2022-06-28,3,121.98
I119690,C257255,1,2,1,2021-02-12,5,1500.4
I290977,C994843,1,3,6,2022-10-04,1,300.08
I662901,C293663,2,2,7,2021-07-30,2,1200.34
I261928,C328280,4,2,2,2023-01-16,3,121.98
I182598,C414825,1,3,1,2023-02-18,4,1200.32
I362310,C132513,1,3,7,2021-05-22,1,300.08
I786667,C614501,7,1,5,2022-05-24,4,4200.0
I226064,C311980,1,2,1,2021-08-22,3,900.24
I274408,C257751,4,1,3,2022-12-27,2,81.32
I654739,C317128,1,1,3,2021-12-06,5,1500.4
I106487,C128857,2,2,1,2021-07-21,4,2400.68
I102049,C282234,4,3,4,2022-02-17,4,162.64
I121554,C418900,7,1,10,2021-07-13,1,1050.0
I179235,C350150,1,3,6,2021-05-08,2,600.16
I111011,C659045,6,3,7,2022-01-29,1,35.84
I167074,C298540,8,3,8,2022-06-13,1,11.73
I223396,C227216,1,3,4,2021-05-29,1,300.08
I128027,C149365,8,3,1,2022-11-17,5,58.65
I105912,C255379,2,3,4,2021-10-22,4,2400.68
I273913,C240579,1,3,8,2022-01-25,5,1500.4
I148997,C134759,1,1,6,2021-09-19,3,900.24
I523551,C643234,1,1,2,2022-01-19,5,1500.4
I152241,C292249,8,3,6,2021-09-19,1,11.73
I226453,C128451,1,1,1,2022-02-13,2,600.16
I318970,C340561,4,3,8,2023-01-16,4,162.64
I181947,C422512,2,1,8,2022-06-12,5,3000.85
I320859,C303427,7,1,1,2021-02-05,3,3150.0
I319363,C261931,4,1,10,2022-04-30,1,40.66
I283343,C191054,2,1,7,2022-03-11,4,2400.68
I281011,C159979,2,3,1,2022-04-02,5,3000.85
I182939,C137055,1,3,4,2023-02-03,5,1500.4
